age,hrNo,jkNo,owNo,rcDist,sex,trNo,track,weather,wgHr,winOdds,rcNo,rcDate,hrName,rcTime,predicted_time
6,41204,80431,106075,1600,2,70126,18,2.0,493,5.2,6,20230115,대망의길,97.3,71.96300267724652
7,41707,80484,115008,1600,3,70156,18,2.0,502,14.8,6,20230115,프로칸설,97.4,71.96300267724652
7,41714,80566,104117,1600,2,70180,18,2.0,478,6.8,6,20230115,예스퍼펙트,98.1,71.96300267724652
5,43117,80421,65002,1600,2,70125,18,2.0,470,31.7,6,20230115,온누리질주,98.2,71.96300267724652
6,40539,80546,104087,1600,2,70123,18,2.0,547,13.7,6,20230115,터치스타맨,98.6,71.96300267724652
8,39949,80568,110056,1600,3,70121,18,2.0,513,11.1,6,20230115,킹오브글로리,99.4,71.96300267724652
7,39201,80600,104079,1600,2,70194,18,2.0,502,30.7,6,20230115,서부캣,99.8,71.96300267724652
6,43638,80423,112003,1600,3,70194,18,2.0,487,22.3,6,20230115,로키스카이,99.9,71.96300267724652
4,44885,80565,105127,1600,2,70130,18,2.0,497,5.2,6,20230115,벌마의스타,100.4,71.96300267724652
9,35763,80376,104117,1600,2,70133,18,2.0,508,37.6,6,20230115,무한열정,101.2,71.96300267724652
8,39955,80607,109137,1600,3,70133,18,2.0,530,15.6,6,20230115,블루치퍼,102.6,71.96300267724652
3,45831,80568,113127,1200,3,70180,20,4.0,501,3.4,1,20230113,스타퓨리,74.5,70.97350932250316
3,45602,80566,118013,1200,1,70176,20,4.0,470,21.9,1,20230113,운주오름,75.4,70.97350932250316
3,50062,80403,122001,1200,1,70137,20,4.0,476,4.1,1,20230113,유핑,75.4,70.97350932250316
3,45816,80431,104154,1200,2,70126,20,4.0,462,3.2,1,20230113,록파워,75.5,70.97350932250316
3,45937,80565,105057,1200,2,70132,20,4.0,491,5.2,1,20230113,모닝플로우,75.9,70.97350932250316
3,45628,80588,65066,1200,2,70132,20,4.0,495,62.2,1,20230113,가속제일,76.1,70.97350932250316
3,45231,80604,110058,1200,3,70226,20,4.0,482,67.0,1,20230113,에이스런,76.2,70.97350932250316
3,46229,80600,112004,1200,2,70186,20,4.0,470,91.1,1,20230113,스페셜리스트,76.2,70.97350932250316
3,46400,80610,119005,1200,1,70086,20,4.0,449,75.2,1,20230113,윈드모어,76.3,70.97350932250316
3,46283,80546,104134,1200,1,70186,20,4.0,413,36.5,1,20230113,레드재스퍼,76.4,70.97350932250316
3,46453,80401,122008,1200,2,70143,20,4.0,506,25.4,1,20230113,해랑장군,76.6,70.97350932250316
3,46615,80376,105127,1200,3,70136,20,4.0,464,22.8,1,20230113,석세스영광,78.0,70.97350932250316
3,46121,80606,121026,1300,2,70173,20,4.0,480,14.0,2,20230113,함평이즈백,80.9,70.97350932250316
3,46327,80376,106055,1300,2,70136,20,4.0,450,2.8,2,20230113,절대보스,81.0,70.97350932250316
3,46002,80423,105127,1300,2,70130,20,4.0,536,2.2,2,20230113,다함께달리자,81.5,70.97350932250316
3,45910,80379,122008,1300,2,70143,20,4.0,519,151.9,2,20230113,해랑더원,82.7,70.97350932250316
3,46084,80568,112290,1300,1,70249,20,4.0,455,22.5,2,20230113,테이아,82.7,70.97350932250316
3,50069,80566,117054,1300,1,70224,20,4.0,457,13.0,2,20230113,언매치드,82.8,70.97350932250316
3,45930,80588,105058,1300,2,70086,20,4.0,464,54.6,2,20230113,선데이머니,83.1,70.97350932250316
3,46168,80600,106272,1300,2,70137,20,4.0,456,93.4,2,20230113,핀홀아이,83.4,70.97350932250316
3,1412320,80421,111078,1300,2,70127,20,4.0,492,5.8,2,20230113,블랙볼트,83.5,70.97350932250316
3,45420,80482,121002,1300,2,70143,20,4.0,465,69.6,2,20230113,커널플라잉,83.5,70.97350932250316
3,45839,80402,122001,1300,2,70137,20,4.0,497,64.2,2,20230113,태풍의축제,84.2,70.97350932250316
3,45236,80403,106114,1300,1,70186,20,4.0,462,190.7,2,20230113,미스노벨,86.9,70.97350932250316
3,45317,80484,111087,1300,2,70180,20,2.0,483,3.0,3,20230113,구디,81.0,71.96300267724652
3,46466,80423,113123,1300,2,70086,20,2.0,450,16.0,3,20230113,톱프렌드,81.5,71.96300267724652
4,44656,80401,104102,1300,2,70134,20,2.0,462,13.8,3,20230113,스페셜존,81.6,71.96300267724652
4,44574,80403,214773,1300,3,70138,20,2.0,477,4.8,3,20230113,색달파이터,81.8,71.96300267724652
3,45757,80566,112286,1300,1,70129,20,2.0,444,50.1,3,20230113,벨로시랩터,81.8,71.96300267724652
5,42228,80607,65154,1300,1,70133,20,2.0,444,14.0,3,20230113,나르캣,81.9,71.96300267724652
5,42977,80456,111077,1300,1,70180,20,2.0,434,31.1,3,20230113,원더풀디거,82.5,71.96300267724652
4,44612,80600,65021,1300,3,70142,20,2.0,473,103.3,3,20230113,러너,82.5,71.96300267724652
4,44060,80606,65079,1300,2,70223,20,2.0,486,11.1,3,20230113,시티위크,82.6,71.96300267724652
4,44194,80546,120002,1300,3,70194,20,2.0,501,4.3,3,20230113,플레이더인디,83.3,71.96300267724652
5,42978,80580,114033,1300,2,70173,20,2.0,490,25.5,3,20230113,스피드마스트,83.4,71.96300267724652
4,44266,80568,117014,1300,3,70186,20,2.0,534,13.9,3,20230113,정문치타,83.4,71.96300267724652
4,44871,80484,104154,1600,3,70156,20,2.0,482,7.2,4,20230113,인디불패,101.1,71.96300267724652
5,42958,80546,120003,1600,3,70086,20,2.0,468,9.6,4,20230113,여수토네이도,101.9,71.96300267724652
3,46402,80568,112021,1600,3,70186,20,2.0,505,2.2,4,20230113,아서킹이지,102.4,71.96300267724652
3,45374,80423,105127,1600,2,70130,20,2.0,473,5.8,4,20230113,달릴래요,103.4,71.96300267724652
5,42842,80607,110061,1600,2,70132,20,2.0,501,6.2,4,20230113,함안백이산,103.9,71.96300267724652
3,46089,80456,106059,1600,1,70173,20,2.0,518,23.3,4,20230113,샤인몬스터,103.9,71.96300267724652
4,44461,80379,110051,1600,3,70194,20,2.0,447,22.5,4,20230113,으뜸이,104.0,71.96300267724652
4,44894,80482,104098,1600,1,70173,20,2.0,491,56.8,4,20230113,대지플라이,104.2,71.96300267724652
3,45641,80606,113118,1600,3,70224,20,2.0,479,15.7,4,20230113,해운대전설,104.5,71.96300267724652
5,42382,80600,65066,1600,1,70223,20,2.0,398,54.8,4,20230113,퀸데이,106.4,71.96300267724652
4,44189,80604,106229,1600,2,70126,20,2.0,451,54.3,4,20230113,멋진하루,106.4,71.96300267724652
4,44432,80601,109150,1600,2,70132,20,2.0,441,70.0,4,20230113,언제나영웅,0.0,71.96300267724652
3,45340,80456,106289,1200,2,70142,20,2.0,477,5.7,5,20230113,글로벌히트,73.1,71.96300267724652
5,43167,80565,106112,1200,1,70129,20,2.0,461,25.7,5,20230113,월드플라워,73.4,71.96300267724652
4,43745,80484,106055,1200,3,70136,20,2.0,542,6.5,5,20230113,탑스타,73.5,71.96300267724652
3,46129,80546,121008,1200,2,70173,20,2.0,490,5.4,5,20230113,한강세이버,73.7,71.96300267724652
3,46190,80376,110048,1200,2,70194,20,2.0,501,2.7,5,20230113,영광의에이스,73.8,71.96300267724652
4,44781,80431,120004,1200,1,70226,20,2.0,464,31.7,5,20230113,디아블로퀸,73.9,71.96300267724652
4,43898,80566,117002,1200,3,70130,20,2.0,493,21.2,5,20230113,닥터콩돌이,74.1,71.96300267724652
3,50073,80421,104127,1200,2,70125,20,2.0,467,10.9,5,20230113,하늘승리,75.0,71.96300267724652
5,42174,80401,104127,1200,3,70143,20,2.0,495,53.3,5,20230113,신의전사,75.2,71.96300267724652
4,44424,80580,105057,1200,1,70128,20,2.0,430,73.5,5,20230113,모닝뮤즈,76.0,71.96300267724652
3,45337,80607,114030,1200,2,70133,20,2.0,483,28.3,5,20230113,오케이스타,76.0,71.96300267724652
4,44492,80568,215356,1200,3,70246,20,2.0,491,12.1,5,20230113,나이스데이,77.9,71.96300267724652
4,44481,80456,114017,1300,1,70123,20,2.0,501,12.6,6,20230113,아름다운인연,78.7,71.96300267724652
3,45253,80580,118011,1300,2,70128,20,2.0,459,23.9,6,20230113,릴리즈에디션,79.4,71.96300267724652
4,43750,80546,104100,1300,2,70136,20,2.0,489,7.5,6,20230113,골든포인트,80.1,71.96300267724652
3,45530,80565,105133,1300,1,70129,20,2.0,477,2.3,6,20230113,그레이트미스,80.2,71.96300267724652
3,46115,80403,111225,1300,2,70125,20,2.0,472,44.4,6,20230113,빌드업,80.9,71.96300267724652
6,40831,80566,112290,1300,1,70138,20,2.0,468,43.9,6,20230113,하바나제인,81.0,71.96300267724652
5,42968,80423,104133,1300,2,70086,20,2.0,460,47.4,6,20230113,갤럽보이,81.1,71.96300267724652
3,46275,80484,118030,1300,2,70194,20,2.0,502,2.8,6,20230113,판타스틱데이,81.2,71.96300267724652
4,44151,80401,215647,1300,1,70180,20,2.0,444,27.0,6,20230113,스카이제주향,81.4,71.96300267724652
5,45670,80604,106092,1300,1,70134,20,2.0,446,67.7,6,20230113,히든찰리,82.5,71.96300267724652
4,44449,80600,215356,1300,1,70246,20,2.0,455,23.2,6,20230113,조셉핀퀸,83.3,71.96300267724652
4,44181,80606,106059,1300,3,70173,20,2.0,465,22.7,6,20230113,이터널에이스,85.5,71.96300267724652
3,45715,80376,110048,1400,2,70128,20,1.0,441,9.4,7,20230113,영광의탱크,86.1,71.96300267724652
6,41372,80566,65080,1400,3,70137,20,1.0,480,21.4,7,20230113,천마하서,86.7,71.96300267724652
4,44649,80296,111078,1400,1,70127,20,1.0,466,23.9,7,20230113,퀄리티퀸,86.8,71.96300267724652
3,45990,80546,10587,1400,2,70123,20,1.0,505,1.9,7,20230113,바람바람,87.0,71.96300267724652
3,45501,80565,112290,1400,1,70138,20,1.0,450,15.0,7,20230113,쿠케난,87.7,71.96300267724652
4,44169,80607,117002,1400,2,70130,20,1.0,517,7.8,7,20230113,닥터펜타곤,87.9,71.96300267724652
4,44361,80456,111167,1400,2,70143,20,1.0,468,15.7,7,20230113,제트캐시,88.0,71.96300267724652
4,44078,80610,112003,1400,2,70223,20,1.0,499,9.1,7,20230113,메인브리지,88.2,71.96300267724652
4,44375,80431,104102,1400,2,70134,20,1.0,505,25.1,7,20230113,스페셜투게더,88.9,71.96300267724652
5,42391,80606,201751,1400,2,70137,20,1.0,471,51.8,7,20230113,청마영웅,89.0,71.96300267724652
5,42773,80421,104127,1400,1,70125,20,1.0,432,59.5,7,20230113,우승강자,89.2,71.96300267724652
4,44288,80568,121021,1400,3,70180,20,1.0,470,12.4,7,20230113,해남짱돌,89.3,71.96300267724652
7,39525,80296,104130,1600,2,70133,20,1.0,498,16.2,8,20230113,선마운틴,100.1,71.96300267724652
4,44167,80588,109138,1600,1,70127,20,1.0,455,19.9,8,20230113,레이디골든,100.3,71.96300267724652
4,45024,80607,106025,1600,2,70086,20,1.0,486,5.2,8,20230113,라온더파이팅,100.3,71.96300267724652
4,46518,80568,112049,1600,3,70223,20,1.0,462,5.4,8,20230113,디먼스파이,100.4,71.96300267724652
4,44313,80376,118028,1600,3,70194,20,1.0,475,20.4,8,20230113,라인브레이커,100.9,71.96300267724652
3,45439,80423,121025,1600,2,70086,20,1.0,490,5.6,8,20230113,서부빅스텝,101.6,71.96300267724652
4,44540,80610,65126,1600,3,70125,20,1.0,526,8.5,8,20230113,퓨어매직,101.7,71.96300267724652
4,43893,80456,109137,1600,3,70226,20,1.0,479,10.5,8,20230113,영보스,101.9,71.96300267724652
4,46079,80600,214708,1600,3,70246,20,1.0,491,20.4,8,20230113,무등산,102.9,71.96300267724652
4,44608,80566,117002,1600,3,70130,20,1.0,471,4.9,8,20230113,닥터페르시아,103.2,71.96300267724652
7,39724,80379,104148,1600,3,70173,20,1.0,509,25.6,8,20230113,영봉산,103.4,71.96300267724652
5,42085,80431,216115,1600,3,70156,20,1.0,424,41.0,8,20230113,바운티헌터,103.5,71.96300267724652
4,44491,80431,65066,1800,2,70126,20,1.0,512,2.6,9,20230113,스타마타,113.3,110.41227874045099
5,42037,80379,117004,1800,3,70130,20,1.0,536,4.8,9,20230113,킹그레이스,113.4,71.96300267724652
6,41530,80607,119019,1800,2,70173,20,1.0,501,14.8,9,20230113,신진강호,113.7,71.96300267724652
5,42892,80580,112286,1800,1,70129,20,1.0,455,22.1,9,20230113,퀸할리,114.1,71.96300267724652
6,40301,80456,112007,1800,2,70137,20,1.0,533,17.1,9,20230113,쾌한황금,114.2,71.96300267724652
4,44686,80606,103012,1800,3,70156,20,1.0,462,13.3,9,20230113,비제이치프,114.3,110.41227874045099
4,43986,80565,104117,1800,1,70180,20,1.0,457,9.7,9,20230113,올크라운,114.9,110.41227874045099
6,40734,80566,112003,1800,2,70224,20,1.0,452,6.6,9,20230113,킹브라더,115.0,71.96300267724652
7,38943,80568,104096,1800,2,70136,20,1.0,470,33.0,9,20230113,파이널프런트,115.1,71.96300267724652
4,44254,80376,114038,1800,1,70128,20,1.0,491,10.2,9,20230113,가디언엔젤,115.4,110.41227874045099
5,43177,80421,117054,1800,1,70176,20,1.0,477,62.8,9,20230113,베스트윈드,115.6,71.96300267724652
7,39028,80423,112004,1800,1,70223,20,1.0,460,57.6,9,20230113,천년의구름,117.0,71.96300267724652
4,43740,80610,104087,1200,1,70123,20,1.0,522,3.0,10,20230113,어게인터치,72.1,71.96300267724652
5,42314,80600,112003,1200,2,70223,20,1.0,475,17.9,10,20230113,글로리킹,72.1,71.96300267724652
4,44425,80376,117038,1200,2,70141,20,1.0,496,3.6,10,20230113,금아패셔너트,72.5,71.96300267724652
6,40486,80566,110048,1200,3,70128,20,1.0,478,33.4,10,20230113,영광의스타트,72.6,71.96300267724652
4,44166,80565,117002,1200,2,70130,20,1.0,500,7.1,10,20230113,닥터시저,73.0,71.96300267724652
6,40736,80546,105022,1200,3,70136,20,1.0,473,5.5,10,20230113,위닝댄서,73.0,71.96300267724652
6,40942,80423,105133,1200,1,70194,20,1.0,450,40.3,10,20230113,그레이트굿,73.0,71.96300267724652
4,44529,80421,65126,1200,3,70125,20,1.0,462,21.2,10,20230113,상승보이,73.1,71.96300267724652
5,42634,80456,105057,1200,1,70128,20,1.0,442,87.1,10,20230113,디러블리퀸,73.4,71.96300267724652
5,42514,80431,214708,1200,1,70141,20,1.0,504,8.5,10,20230113,남도퀸,73.8,71.96300267724652
5,42326,80580,106289,1200,3,70249,20,1.0,484,54.2,10,20230113,톱메이트,74.2,71.96300267724652
4,44369,80606,117014,1200,1,70134,20,1.0,446,93.5,10,20230113,그린치타,74.8,71.96300267724652
3,45383,80376,105127,1200,3,70136,2,1.0,508,6.9,1,20230108,석세스모카,74.4,71.96300267724652
3,45506,80606,112005,1200,1,70086,2,1.0,456,7.7,1,20230108,굿매직,75.6,71.96300267724652
3,45925,80456,65059,1200,2,70176,2,1.0,445,24.1,1,20230108,남양볼트,76.3,71.96300267724652
3,45551,80600,113123,1200,2,70194,2,1.0,438,81.9,1,20230108,파워플레인,76.8,71.96300267724652
3,46195,80484,122017,1200,1,70249,2,1.0,455,4.0,1,20230108,미라클원,77.0,71.96300267724652
3,46391,80379,104127,1200,2,70226,2,1.0,454,7.4,1,20230108,하늘불패,77.4,71.96300267724652
3,46404,80566,114026,1200,1,70142,2,1.0,483,13.9,1,20230108,해피태양,77.4,71.96300267724652
3,45932,80431,110058,1200,2,70126,2,1.0,512,54.9,1,20230108,타이거런,77.4,71.96300267724652
3,46416,80482,117014,1200,2,70134,2,1.0,475,69.0,1,20230108,정문레전드,77.5,71.96300267724652
3,46085,80568,117014,1200,2,70186,2,1.0,513,2.4,1,20230108,정문스펙터,77.8,71.96300267724652
3,45864,80607,104100,1200,2,70142,2,1.0,479,87.5,1,20230108,고포잇,78.8,71.96300267724652
3,45694,80403,214708,1200,3,70129,2,1.0,462,89.2,1,20230108,송도갈매기,78.9,71.96300267724652
3,45490,80580,110058,1300,1,70226,2,1.0,494,35.5,2,20230108,로즈파이터,82.9,71.96300267724652
3,46522,80565,105127,1300,1,70130,2,1.0,450,8.6,2,20230108,두바이평정,83.1,71.96300267724652
4,44224,80381,65145,1300,1,70134,2,1.0,477,9.9,2,20230108,스톰어게인,83.1,71.96300267724652
5,42069,80568,111225,1300,1,70121,2,1.0,492,2.3,2,20230108,명성차지,83.3,71.96300267724652
4,43784,80607,110058,1300,1,70126,2,1.0,435,9.7,2,20230108,골든레이서,83.7,71.96300267724652
3,45997,80376,105137,1300,1,70134,2,1.0,467,9.6,2,20230108,투투플라잉,84.2,71.96300267724652
3,45252,80566,104078,1300,1,70126,2,1.0,437,65.4,2,20230108,록스,84.4,71.96300267724652
3,46060,80456,114029,1300,1,70132,2,1.0,506,4.2,2,20230108,퀸스랜딩,84.7,71.96300267724652
3,45318,80588,106272,1300,1,70143,2,1.0,485,11.0,2,20230108,이캐시,84.8,71.96300267724652
3,45529,80604,106049,1300,1,70129,2,1.0,484,128.1,2,20230108,금수파워,85.2,71.96300267724652
3,46309,80600,65127,1300,1,70186,2,1.0,414,139.6,2,20230108,아웃넘버드,85.8,71.96300267724652
5,42937,80403,119003,1300,1,70125,2,1.0,452,208.2,2,20230108,에지,86.5,71.96300267724652
5,42082,80484,104146,1800,3,70176,2,1.0,502,7.3,3,20230108,뉴크라운,117.9,71.96300267724652
3,46526,80565,65007,1800,2,70130,2,1.0,504,2.4,3,20230108,피스톨스타,117.9,74.67123687281224
4,43781,80423,110058,1800,1,70086,2,1.0,478,36.2,3,20230108,러닝워리어,118.7,110.41227874045099
5,43190,80600,117036,1800,3,70086,2,1.0,501,54.6,3,20230108,센텀토르,118.7,71.96300267724652
5,42256,80376,111077,1800,3,70180,2,1.0,471,5.5,3,20230108,원더풀보브캣,118.7,71.96300267724652
4,43760,80606,114034,1800,3,70121,2,1.0,464,10.8,3,20230108,머니케이스,118.8,110.41227874045099
4,44097,80568,114030,1800,2,70133,2,1.0,517,7.0,3,20230108,오케이선더,119.0,110.41227874045099
5,42218,80566,104123,1800,1,70141,2,1.0,469,11.7,3,20230108,퍼스트파크,119.2,71.96300267724652
5,42335,80580,110050,1800,1,70137,2,1.0,480,57.8,3,20230108,배다리아이콘,119.5,71.96300267724652
6,41511,80456,104127,1800,1,70226,2,1.0,448,46.5,3,20230108,미녀검객,119.7,71.96300267724652
4,44737,80379,117004,1800,2,70130,2,1.0,515,12.2,3,20230108,아델앨리스,120.2,110.41227874045099
5,42625,80607,114035,1800,3,70132,2,1.0,477,37.5,3,20230108,연승글로리,120.4,71.96300267724652
5,42652,80431,117004,1800,2,70130,2,1.0,495,6.9,4,20230108,두무산,117.1,71.96300267724652
6,41010,80566,104104,1800,2,70136,2,1.0,480,10.5,4,20230108,원더풀월드,117.2,71.96300267724652
4,43670,80568,104123,1800,3,70141,2,1.0,485,5.6,4,20230108,윈드위너,117.9,110.41227874045099
5,42891,80423,112006,1800,3,70133,2,1.0,493,2.7,4,20230108,레인킬러,118.3,71.96300267724652
6,41492,80606,114033,1800,3,70173,2,1.0,503,8.2,4,20230108,그레이트댄스,118.3,71.96300267724652
4,45030,80607,110056,1800,2,70121,2,1.0,525,8.4,4,20230108,라이트스토리,118.5,110.41227874045099
5,42620,80580,201751,1800,1,70137,2,1.0,470,85.8,4,20230108,스타티세,118.5,71.96300267724652
8,36796,80604,106114,1800,3,70126,2,1.0,456,38.8,4,20230108,로열골드,118.5,71.96300267724652
5,43341,80376,105022,1800,3,70134,2,1.0,519,10.5,4,20230108,히어로맨,118.6,71.96300267724652
10,36545,80403,104159,1800,3,70132,2,1.0,505,91.5,4,20230108,에이스질주,119.2,76.89443428272806
4,46515,80601,104104,1800,3,70136,2,1.0,469,26.6,4,20230108,월드보이,120.7,110.41227874045099
4,44886,80456,117004,1800,1,70130,2,1.0,449,32.4,4,20230108,아델골드,122.3,110.41227874045099
3,45488,80423,110058,1200,2,70086,2,1.0,520,1.8,5,20230108,초이스런,73.9,71.96300267724652
4,44644,80376,112003,1200,2,70125,2,1.0,548,4.8,5,20230108,랩베르사,74.1,71.96300267724652
4,44185,80604,106075,1200,3,70126,2,1.0,447,14.1,5,20230108,잣나무길,74.4,71.96300267724652
6,40903,80566,109138,1200,2,70138,2,1.0,473,38.4,5,20230108,골든,74.4,71.96300267724652
4,44289,80565,110028,1200,2,70180,2,1.0,466,5.8,5,20230108,플라잉리걸,75.2,71.96300267724652
4,44594,80588,103012,1200,2,70186,2,1.0,456,52.9,5,20230108,인디매직,75.3,71.96300267724652
5,42342,80456,104133,1200,3,70086,2,1.0,456,11.6,5,20230108,어메이징풋,75.5,71.96300267724652
5,42363,80606,120005,1200,3,70173,2,1.0,478,57.8,5,20230108,애니라인,75.6,71.96300267724652
6,40837,80580,110051,1200,1,70194,2,1.0,466,68.7,5,20230108,한라누리,75.8,71.96300267724652
6,40838,80600,113115,1200,3,70128,2,1.0,454,72.5,5,20230108,톱에이스,75.9,71.96300267724652
6,41115,80403,106084,1200,3,70136,2,1.0,478,39.5,5,20230108,반지의매직,76.1,71.96300267724652
4,44411,80482,110061,1200,1,70134,2,1.0,491,25.9,5,20230108,행복한함안,76.2,71.96300267724652
5,42466,80606,105101,1400,2,70133,2,1.0,507,9.0,6,20230108,무적불패,87.2,71.96300267724652
6,41297,80600,113115,1400,3,70194,2,1.0,543,43.3,6,20230108,톱파이어,87.3,71.96300267724652
6,41489,80376,114033,1400,3,70173,2,1.0,517,11.6,6,20230108,그레이트보스,87.4,71.96300267724652
4,44387,80607,111082,1400,2,70133,2,1.0,507,2.3,6,20230108,오르다,87.4,71.96300267724652
5,42628,80403,112003,1400,2,70125,2,1.0,511,12.7,6,20230108,원더풀킹,87.6,71.96300267724652
5,42512,80568,214708,1400,1,70141,2,1.0,533,5.7,6,20230108,밀리언뱅크,87.6,71.96300267724652
5,45065,80566,119020,1400,2,70224,2,1.0,477,8.8,6,20230108,에이스킬러,87.9,71.96300267724652
6,43627,80431,113133,1400,3,70125,2,1.0,478,42.7,6,20230108,바벨히트,88.0,71.96300267724652
5,42489,80423,119005,1400,3,70194,2,1.0,471,12.7,6,20230108,스카이모어,88.1,71.96300267724652
5,45128,80588,10352,1400,1,70186,2,1.0,483,23.1,6,20230108,월드삭스,88.4,71.96300267724652
6,40999,80456,117035,1400,1,70086,2,1.0,473,44.5,6,20230108,일념통천,88.5,71.96300267724652
5,42163,80565,105008,1400,2,70134,2,1.0,514,18.8,6,20230108,최강쏜살,88.6,71.96300267724652
3,46145,80431,104154,1300,2,70156,2,1.0,526,1.1,1,20230106,록앤드롤,84.0,71.96300267724652
3,45422,80565,105008,1300,2,70134,2,1.0,457,115.8,1,20230106,슈퍼카넬,84.7,71.96300267724652
3,45300,80484,110028,1300,3,70180,2,1.0,452,28.8,1,20230106,플라잉아론,85.0,71.96300267724652
3,46092,80403,112021,1300,1,70125,2,1.0,453,22.6,1,20230106,나인포스원,85.3,71.96300267724652
3,45629,80423,112005,1300,2,70086,2,1.0,473,51.2,1,20230106,파워라이드,85.3,71.96300267724652
3,45230,80601,110058,1300,2,70226,2,1.0,468,30.7,1,20230106,초이스로드,85.3,71.96300267724652
3,45858,80606,106231,1300,2,70134,2,1.0,466,8.5,1,20230106,스토미데이,85.4,71.96300267724652
3,46125,80580,112019,1300,2,70138,2,1.0,461,146.3,1,20230106,용건,85.8,71.96300267724652
3,46037,80604,106092,1300,1,70126,2,1.0,513,246.1,1,20230106,슈넬블리츠,86.6,71.96300267724652
3,46209,80296,121059,1300,1,70143,2,1.0,425,22.3,1,20230106,한솔브레인,87.3,71.96300267724652
3,45599,80379,105113,1300,2,70121,2,1.0,463,25.6,1,20230106,헤이모닝,87.7,71.96300267724652
3,45363,80381,65066,1300,2,70226,2,1.0,468,259.2,1,20230106,탑볼트,87.7,71.96300267724652
3,45539,80566,117002,1200,1,70130,2,1.0,454,2.3,2,20230106,닥터티파니,75.7,71.96300267724652
3,45940,80423,112005,1200,1,70086,2,1.0,451,5.2,2,20230106,골든웨이브,76.5,71.96300267724652
3,50006,80431,121021,1200,1,70127,2,1.0,485,5.7,2,20230106,고흥클래스,76.5,71.96300267724652
3,45310,80484,122002,1200,1,70128,2,1.0,404,19.4,2,20230106,아쿠아매직,76.6,71.96300267724652
3,46106,80565,114034,1200,1,70121,2,1.0,484,5.6,2,20230106,플라잉터치,77.1,71.96300267724652
3,46218,80568,105119,1200,1,70249,2,1.0,460,8.6,2,20230106,대호나라,77.1,71.96300267724652
3,46462,80604,120004,1200,1,70226,2,1.0,439,30.9,2,20230106,보라챔프,78.5,71.96300267724652
3,46213,80588,115009,1200,1,70142,2,1.0,428,23.7,2,20230106,세븐퀸,78.5,71.96300267724652
3,45491,80381,110058,1200,1,70226,2,1.0,451,125.2,2,20230106,드림런,78.8,71.96300267724652
3,46452,80580,104098,1200,1,70173,2,1.0,470,76.6,2,20230106,대지물결,79.7,71.96300267724652
3,50021,80601,104104,1200,1,70136,2,1.0,456,85.0,2,20230106,자이언츠스텝,81.7,71.96300267724652
3,50062,80403,122001,1200,1,70137,2,1.0,0,0.0,2,20230106,유핑,0.0,0.0
4,43970,80484,110056,1200,3,70121,2,1.0,494,1.3,3,20230106,와이즈킹,75.2,71.96300267724652
3,45499,80580,114033,1200,1,70173,2,1.0,471,32.4,3,20230106,서던조이,76.6,71.96300267724652
3,45712,80431,106204,1200,1,70126,2,1.0,457,55.9,3,20230106,원더풀러닝,76.7,71.96300267724652
3,46399,80423,65126,1200,3,70125,2,1.0,468,4.6,3,20230106,로드투드림,76.9,71.96300267724652
3,45325,80381,106079,1200,1,70086,2,1.0,451,47.8,3,20230106,알파브라보,76.9,71.96300267724652
3,45511,80568,113127,1200,1,70180,2,1.0,447,7.3,3,20230106,패스트퓨리,77.0,71.96300267724652
6,41124,80604,106204,1200,1,70126,2,1.0,469,84.6,3,20230106,원더풀스마티,77.6,71.96300267724652
3,45880,80606,112271,1200,2,70156,2,1.0,471,241.1,3,20230106,아베라우어,77.9,71.96300267724652
3,46450,80565,104102,1200,2,70134,2,1.0,468,73.5,3,20230106,서경대로,78.0,71.96300267724652
3,46175,80588,104112,1200,2,70127,2,1.0,517,183.8,3,20230106,성실천하,78.2,71.96300267724652
3,46302,80607,65127,1200,1,70156,2,1.0,426,143.4,3,20230106,리멤버미,78.4,71.96300267724652
3,45773,80566,106062,1200,1,70137,2,1.0,420,260.3,3,20230106,베스트매직,80.9,71.96300267724652
3,45705,80484,121009,1400,3,70128,2,1.0,458,1.6,4,20230106,황우파이터,89.2,71.96300267724652
4,44042,80568,110056,1400,2,70128,2,1.0,524,9.6,4,20230106,와이즈보이,89.3,71.96300267724652
5,42503,80431,113126,1400,3,70156,2,1.0,502,61.4,4,20230106,미라쿨룸,90.9,71.96300267724652
4,44145,80403,104102,1400,1,70134,2,1.0,434,20.5,4,20230106,스페셜팩트,91.0,71.96300267724652
4,47044,80604,120005,1400,2,70137,2,1.0,441,29.0,4,20230106,엑톤파워,91.0,71.96300267724652
4,44018,80381,109142,1400,2,70134,2,1.0,504,5.8,4,20230106,비케이헌터,91.1,71.96300267724652
5,43324,80296,119002,1400,3,70143,2,1.0,468,50.5,4,20230106,부미스타,92.0,71.96300267724652
4,44549,80607,104100,1400,1,70133,2,1.0,436,70.2,4,20230106,골든캠프,92.3,71.96300267724652
6,40714,80580,106171,1400,1,70132,2,1.0,482,52.9,4,20230106,우리좋은날,92.5,71.96300267724652
4,43683,80423,114029,1400,1,70132,2,1.0,510,15.0,4,20230106,퀸로맨스,92.8,71.96300267724652
6,41490,80601,119003,1400,3,70125,2,1.0,453,88.1,4,20230106,어게인헬렌,93.1,71.96300267724652
4,44322,80379,106045,1400,3,70194,2,1.0,509,9.9,4,20230106,빙고맨,94.5,71.96300267724652
